article_text,article_title,date,link,publisher
"MSNBC host Al Sharpton said President Donald Trump was tearing apart the “very fabric of this country” by having Attorney General William Barr acting as his personal Roy Cohn-type lawyer. The panel was discussing a judge requesting a version of the redacted Mueller report. Host Nicolle Wallace said, “The federal judge on that issuing criticism saying that the differences between the Mueller report and the attorney general’s description of it, quote, ’cause the court to seriously question whether Barr made a calculated attempt to influence public discourse about the Mueller report in favor of President Trump, despite certain findings in the redacted report to the contrary. These circumstances generally and Barr’s lack of candor specifically call into question Barr’s credibility,’ a judge wrote that. One George W. Bush picked. And for that reason, U.S. District Judge Reggie Walton is ordering government lawyers to give him the complete report so he can evaluate whether the material was properly blacked out.” Sharpton said, “I think what is very important about this last judge on this Mueller report, and the open rebuke of Barr is that not only is he a respected judge, he’s a Bush-appointed judge. We need to emphasize he is a Republican president’s appointed judge. And to come on as strongly as he did, he didn’t leave any room to misinterpret him. I think it is a significant statement.” He added, “It really speaks to how Barr has, in a way, helped this president reinterpret what the presidency is all about. It is a real threat to our we are going to be in this country even if Donald Trump is no longer president after the November election and trying to realign what government is.” He added, “Because if we start normalizing where the attorney general operates as the private attorney to the president, rather than the head of the Justice Department for the people. And a Roy Cohn type of lawyer at that, then we have the whole nation beginning to unravel and reinterpret what is the constitutional premise of how this government is set up. That’s what’s at stake here. This is bigger than Donald Trump and a distorted Mueller report. We’re talking about speaking to the very fabric of this country. Follow Pam Key on Twitter @pamkeyNEN","Sharpton: Trump, Barr Are Tearing Apart the ‘Very Fabric of This Country’",2020-03-06,https://www.breitbart.com/clips/2020/03/06/sharpton-trump-barr-are-tearing-apart-the-very-fabric-of-this-country/,Breitbart
"President Donald Trump announced Friday night that Rep. Mark Meadows (R-NC) would become his new chief of staff. Meadows, who had already decided not to run for re-election to the House of Representatives, will replace acting chief of staff Mick Mulvaney. “I am pleased to announce that Congressman Mark Meadows will become White House Chief of Staff. I have long known and worked with Mark, and the relationship is a very good one,” Trump wrote on Twitter. Mulvaney preferred to remain as the “acting” chief of staff, admitting that the paycheck was better, as he was at first the Director of the Office of Management and Budget for the Trump administration. Mulvaney was named acting chief of staff to replace former General John Kelly, who was named to replace former chief of staff Reince Priebus. Trump said that Mulvaney would be the new United States Special Envoy for Northern Ireland. “I want to thank Acting Chief Mick Mulvaney for having served the Administration so well,” Trump wrote. “He will become the United States Special Envoy for Northern Ireland. Thank you!”",Donald Trump Names Rep. Mark Meadows His Chief of Staff,2020-03-06,https://www.breitbart.com/politics/2020/03/06/donald-trump-names-rep-mark-meadows-his-chief-of-staff/,Breitbart
"An illegal alien has been arrested after being on the run from law enforcement for alleged child abuse and child sex crime charges. Jose Bulmaro Cruz-Guillen, an illegal alien from Mexico, was arrested evading child abuse and child sex crime charges for incidents that occurred in 2014 and 2019, according to WBRC.com. The illegal alien had been twice arrested last year for crossing illegally through the United States-Mexico border. According to law enforcement officials, Cruz-Guillen was investigated in 2014 for allegedly repeatedly punching his four-year-old stepson in the face and on his body. Then, years later in 2019, Cruz-Guillen was indicted for allegedly sexually abusing his stepdaughter for years. The abuse allegedly involved first-degree rape, first-degree sodomy, and sexual abuse of a child less than 12-years-old. Before his trial, Cruz-Guillen fled Etowah County, Alabama, in hopes of evading the charges. Last month, though, the Gulf Coast Regional Fugitive Task Force in Augusta, Georgia. arrested Cruz-Guillen and extradited him back to Alabama to face the charges. John Binder is a reporter for Breitbart News. Follow him on Twitter at @JxhnBinder.","Illegal Alien Accused of Physically Abusing, Raping His Step-Children",2020-03-06,https://www.breitbart.com/politics/2020/03/06/illegal-alien-accused-of-physically-abusing-raping-his-step-children/,Breitbart
"An illegal alien has been charged with allegedly raping a 14-year-old girl in Caldwell, Idaho, after providing her with alcohol, according to law enforcement officials. Jaime Galvan, a 31-year-old illegal alien with an Immigration and Customs Enforcement (ICE) detainer, was charged with raping the 14-year-old girl after the two met up and he served her two pre-mixed alcoholic cocktails, the Idaho Press reported. The girl told police that Galvan told her to lay down after she became dizzy from the drinks. That’s when Galvan allegedly started touching the girl and raped her. Galvan was asked to stop by the girl but continued, the girl told police. The girl said the rape occurred for about five minutes. Afterward, the girl said Galvan put her pants back on her and left the room. Galvan is currently being held on a $500,000 bond. Should he be released from custody at any point, he will be turned over to ICE agents for arrest and deportation. John Binder is a reporter for Breitbart News. Follow him on Twitter at @JxhnBinder.  ","Illegal Alien, 31, Charged with Raping 14-Year-Old Girl in Idaho",2020-03-06,https://www.breitbart.com/politics/2020/03/06/iillegal-alien-31-charged-with-raping-14-year-old-girl-in-idaho/,Breitbart
"The number of people who have died from seasonal influenza so far has now reached 20,000, including 136 influenza-associated deaths in children, the Centers for Disease Control and Prevention (CDC) reported as of February 29. This is up from 18,000 just a week ago. “This number [of children] is higher for the same time period than in every season since reporting began in 2004-05, except for the 2009 pandemic,” the CDC reported. As the world gears up to battle the coronavirus, which has killed more than 3,460 worldwide, including 13 deaths in the United States in the state of Washington, the CDC is engaged in its usual battle to inform people about influenza and its dangers: Influenza (flu) is a contagious respiratory illness caused by influenza viruses. It can cause mild to severe illness. Serious outcomes of flu infection can result in hospitalization or death. Some people, such as older people, young children, and people with certain health conditions, are at high risk of serious flu complications.  There are two main types of influenza (flu) virus: Types A and B. The influenza A and B viruses that routinely spread in people (human influenza viruses) are responsible for seasonal flu epidemics each year. The best way to prevent flu is by getting vaccinated each year. “CDC estimates that so far this season there have been at least 34 million flu illnesses, 350,000 hospitalizations and 20,000 deaths from flu,” the CDC’s Weekly U.S. Influenza Surveillance Report said. “Antiviral medications are an important adjunct to flu vaccine in the control of influenza,” the report said. Almost all (more than 99 percent) of the influenza viruses tested this season are susceptible to the four FDA-approved influenza antiviral medications recommended for use in the U.S. this season.” The CDC report reveals where influenza cases exist on a state-by-state basis. The CDC said influenza reports from the U.S. Virgin Islands have been sporadic and that Guam did not report. Follow Penny Starr on Twitter","UPDATE: Influenza Deaths Now Total 20,000, Including Elevated Number of 136 Children",2020-03-06,https://www.breitbart.com/politics/2020/03/06/update-influenza-deaths-now-total-20000-including-elevated-number-of-136-children/,Breitbart
"New York City Mayor Bill de Blasio’s (D) sanctuary city policy is responsible for freeing an illegal alien who has been accused of child sex crimes, including rape. Miguel Federico Ajqui-Ajtzalam, a 20-year-old illegal alien from Guatemala, was arrested by the Immigration and Customs Enforcement (ICE) agency after the New York Police Department (NYPD) freed him following his arrest for felony second-degree rape and second-degree sexual abuse of a person less than 14-years-old. According to the NYPD, Ajqui-Ajtzalam in 2018 was in a sexual relationship with a 13-year-old girl and had allegedly raped her five times throughout the year. The illegal alien was 19-years-old at the time. When the girl’s mother reported the man, he was subsequently charged with statutory rape. After his arrest by NYPD, though, Ajqui-Ajtzalam was arraigned and released from police custody. The NYPD ignored ICE’s request that he be turned over to them for arrest and deportation. Brooklyn District Attorney Eric Gonzalez defended his decision to free Ajqui-Ajtzalam: The case was reported by the girl’s mother, alleging that her daughter had a sexual relationship with an older teenager, which constituted statutory rape … Accordingly, we did not request bail for this nonviolent felony that allegedly took place a year-and-a-half ago. [Emphasis added] ICE official Thomas Decker said it is “inconceivable” that New York City officials would release an illegal alien charged with rape and sexual abuse of a child. “It’s frightening that our detainer was ignored and he was released onto New York City streets to possibly re-offend,” Decker said. “The safety of city residents, especially the more vulnerable, continues to be a priority for ICE enforcement.” Ajqui-Ajtzalam, according to ICE, first crossed illegally into the U.S. through the southern border on September 23, 2016. The illegal alien was processed as an Unaccompanied Alien Child (UAC) and released into the U.S. after less than two months. He was initially encountered by U.S. Border Patrol (USBP) on Sept. 23, 2016 after illegally entering the U.S. without inspection. Ajqui-Ajtzalam was supposed to show up for his removal proceedings at a later date but never did. Now, Ajqui-Ajtzalam is in ICE custody, where he is awaiting deportation. As Breitbart News reported in January, the sanctuary state of New York released more than 7,500 criminal illegal aliens back into communities last year, including convicted murderers and sexual abusers. John Binder is a reporter for Breitbart News. Follow him on Twitter at @JxhnBinder.",Bill De Blasio’s NYC: Illegal Alien Accused of Child Rape Freed into U.S.,2020-03-06,https://www.breitbart.com/politics/2020/03/06/bill-de-blasios-nyc-illegal-alien-accused-of-child-rape-freed-into-u-s/,Breitbart
"Fox News’s townhall session with President Donald Trump on March 5 averted any questions about raising wages or curbing the legal inflow of foreign workers. The 46-minute program did not mention wages or salaries, Trump’s “Blue-Collar Boom,” blue-collar H-2B visa workers, or Trump’s unfulfilled, campaign-trail promise to reform the huge white-collar H-1B program. But it did have 4.2 million viewers, making it “the most-watched town hall in cable news history,” according to Fox.  The only immigration question was focused on illegal migration — which brings in far fewer wage-cutting workers than do the various H-2A and H-1B visa worker programs, or the legal immigration of roughly one million people each year: Q Immigration. THE PRESIDENT: Thank you. Q Next question is from Jennifer, and she has a question about this issue. THE PRESIDENT: Hi. AUDIENCE MEMBER: Hi. Thank you, Mr. President. This is truly an honor and one of the best days of my life. Just don’t tell my husband. (Laughs.) THE PRESIDENT: Wow. (Applause.) AUDIENCE MEMBER: And I want to know: How are you going to control the illegal immigration without support from the Democratic Party? THE PRESIDENT: Well, you know it’s been hard, but we’ve done it incredibly. It could have been — we have things called “loopholes,” and the loopholes are terrible, like lottery — where you give lotteries. They pick lotteries and they have people coming into our country …. The soft-ball question allowed Trump to talk about his growing progress in building the border wall: And, most importantly, the wall is way under construction. We’re up to 129 miles already. Where we have a wall, by the way, nobody is coming through — practically nobody. We will have, by early next year, almost 500 miles of wall. And once we have that wall, it’s going to stop drugs, it’s going to stop big percentages of everything coming in. Okay? (Applause.) And we’re really — really doing job. Trump’s tough policies have dramatically reduced blue-collar migration over the Mexican border, amid furious resistance from various pro-migration groups in business, law, and Congress. In February, for example, officials slashed the catch and release of migrants to just 2,000 migrants, greatly easing the task of sending them home once their legal stay is up. In May 20189, 80,000 migrants were released because of the mass migration to the border. Trump’s lower-migration, “Hire American” policies have helped to spike wages for blue-collar Americans. But Trump has zig-zagged while business donors push him to increase the legal inflow of white-collar workers via the H-1B and Optional Practical Training programs. All foreign graduates at US colleges should get green cards & white-collar jobs, says #FWDus, a cheap-labor lobby for Mark Zuckerberg, Bill Gates & other investors.Blue-collars were smashed by GWBush's policies: Biz targets white-collars for 2021+ #S386 https://t.co/B7TyKXtlZV — Neil Munro (@NeilMunroDC) March 5, 2020 ","Fox News Town Hall with Donald Trump Sidelines Wages, Legal Migration",2020-03-06,https://www.breitbart.com/politics/2020/03/06/fox-news-town-hall-with-donald-trump-sidelines-wages-legal-migration/,Breitbart
"Scott Presler told Breitbart News that President Donald Trump’s tweets about the trash-filled and rat-infested streets in Baltimore inspired him to help clean up the city and, since then, many other American cities, including San Francisco, where Presler said he was shocked by the conditions on that city’s streets. ….As proven last week during a Congressional tour, the Border is clean, efficient & well run, just very crowded. Cumming District is a disgusting, rat and rodent infested mess. If he spent more time in Baltimore, maybe he could help clean up this very dangerous & filthy place — Donald J. Trump (@realDonaldTrump) July 27, 2019  Trump’s tweets about Baltimore angered the late Rep. Elijah Cummings (D-MD), who represented the city, but Presler reacted differently. “Everybody was pointing the finger but nobody was doing anything,” said Pressler, who is a loyal Trump supporter. “I said, okay, I’m going to send out a tweet saying I’m going to the city of Baltimore even if it’s me standing on a street corner picking up trash,” Presler said. “From that we had more than 170 volunteers descending on the city of Baltimore and we picked up 12 tons of trash in 12 hours in one day,” Pressler said. Breitbart News spoke with Presler at the recent American Conservative Union’s 2020 CPAC convention in Oxon Hill, Maryland, about why he started a movement that has made fans and volunteers of the almost half a million people who follow him on Twitter. Since his first cleanup in Baltimore in August of 2019, Presler and his volunteers and fellow Trump supporters collected 105 tons of trash in Austin, Chicago, Houston, and Los Angeles before the New Year arrived. This year, so far, he has also cleaned up in Portland, Oregon, but it was his trip to San Francisco that put a new spotlight on the blight in one of America’s once shining cities. “You saw some horrible things in San Francisco,” Breitbart News asked Pressler. “Can you share what you saw, because it wasn’t just coke bottles and water bottles.” “I can just tell you I have been to some of America’s most dirtiest and dangerous cities — I’ve been to Austin, Baltimore, Chicago, Houston, Los Angeles, Portland, San Francisco — San Francisco was the only city where you had to watch your step because of human excrement,” Presler said. “You know you hear things about the ‘poop map,’ and you hear things about the city — it’s hard to believe because so many things are hyperbole,” Pressler said. “I’m here to tell you having walked the streets it’s real, it’s factual.” He witnessed people passed out on sidewalks surrounded by trash and used needle syringes. “It was really sad,” Presler said. Presler plans more cleanups on March 14 in Pittsburgh and in Philadelphia on April 4. His crew will visit Detroit on May 2 and he also hopes to host a cleanup during the Democrat nominating conference in July. “Sometimes, before pointing the finger at someone else, you have to point it back at yourself and ask, ‘What are YOU doing to help?’” Pressler told Breitbart News.  “I’m not going to wait for the government to fix the problem,” Presler said. “I’m going to do it myself and vote out those who aren’t helping our cities.” And now, Presler has added another date for cleaning up: This Sunday in Nashville, Tennessee. “As soon as I heard about the tornadoes in Nashville, I felt a responsibility to help,” Presler said. “What do all of these followers, likes, and retweets on Twitter mean if I don’t use my platform for good?” Things are coming together. We’ve identified some neighborhoods to help in Nashville. We’re going to literally go door-to-door, asking people what debris they want removed  & if they need anything else.  I’ll have a list of items that volunteers can donate for the cleanup. — #ThePersistence (@ScottPresler) March 5, 2020  Follow Penny Starr on Twitter",Scott Presler’s Trump-Inspired City Cleanup Movement Finds Horror on the Streets of San Francisco,2020-03-06,https://www.breitbart.com/politics/2020/03/06/scott-preslers-trump-inspired-city-cleanup-movement-finds-horror-on-the-streets-of-san-francisco/,Breitbart
"The FBI missed opportunities to stop homegrown jihadis from killing and injuring Americans between November 2009 and January 2017,under the Obama administration and the leadership of the agency’s former director James Comey, an audit released this week by the inspector general (IG) at the Department of Justice (DOJ) revealed. On Wednesday, Michael Horowitz, the DOJ IG who serves as the department’s internal government watchdog, reported: The FBI has acknowledged that various weaknesses related to its assessment process may have impacted its ability to fully investigate certain counterterrorism assessment subjects who later committed terrorist attacks in the United States. Following these attacks, the FBI made various efforts to evaluate and improve its assessment process. However, it has not ensured that identified areas for improvement were formalized and implemented into enhanced policies and procedures. … During our audit, we found at least six attacks committed in the United States by individuals who the FBI had previously assessed or investigated and who were subsequently categorized as HVEs [homegrown violent extremists]. The FBI reportedly defines “HVEs as global jihad-inspired individuals who are in the United States, have been radicalized primarily in the United States, and are not receiving individualized direction from a foreign terrorist organization (FTO).” Horowitz identified the six attacks by individuals who were under the FBI’s radar as: The cited terrorists killed a total of 70 people and injured scores of others. Horowitz highlighted the “lapses” in how the FBI handled some of the cases, noting: Following the 2009 attack at a military facility in Fort Hood, Texas, the FBI requested an independent review of its actions associated with its assessment of Nidal Hasan, the individual who conducted the attack. This review determined that shortcomings in the FBI’s policies and procedures related to counterterrorism assessments contributed to delays and potential missed opportunities to mitigate Hasan’s actions. … Similar lapses in acting on subsequent threat information regarding a previous FBI subject were also noted … following a terrorist attack in Garland, Texas. … Threat information related to Elton Simpson was conveyed … but not acted upon because field office agents did not interpret the information as portraying a significant threat, which resulted in a missed opportunity to avert the attack. … Although the field office subsequently received additional information regarding Simpson and opened an investigation on him, the field office did not open an assessment on Simpson’s roommate, who also had indications of radical behavior and participated in the Garland terrorist attack. The audit also found shortcomings in how the FBI handled the 2013 Boston Marathon attack. Horowitz reported: In April 2014, a multi-agency Inspector General review of the FBI’s actions in assessing Tamerlan Tsarnaev, one of the HVEs who carried out the terrorist attack, found that the FBI counterterrorism agent assigned to the [case] … did not take certain available steps to evaluate the subject. Although the DOJ [IG] could not definitively determine if these steps would have revealed any additional information, the DOJ [IG] concluded that certain available investigative steps, including conducting additional database searches, asking questions of Tsarnaev and his parents to elicit information about any plans Tsarnaev may have had to travel to Russia, and interviewing Tsarnaev’s former girlfriend and wife, would have resulted in a more thorough assessment [of the threat]. Horowitz suggested that FBI agents were too quick to close some terrorism cases, which resulted in a failure to assess the potential threat adequately. He wrote: Since September 11, 2001, HVEs have carried out over 20 attacks in the United States, some of which occurred after the FBI closed a counterterrorism investigation or assessment on the individual. Following these attacks, the FBI conducted reviews and determined there were weaknesses in its HVE assessment processes. However, we found that the FBI has not taken sufficient action to address these weaknesses. Additionally, in 2017, the FBI conducted an enterprise-wide review and identified potential terrorist threats that may not have been adequately assessed during calendar years (CY) 2014 through 2016, which amounted to 6 percent of the total assessments reviewed. We found that the FBI did not take adequate action on nearly 40 percent of these assessments for 18 months. After we inquired about the lack of action, the FBI reexamined these assessments and, in some instances, the reexamination resulted in the opening of an investigation. Sen. Rand Paul (R-KY) acknowledged via Twitter on Thursday that many of the missed opportunities occurred under the leadership of Comey, who served as FBI director between July 2013 and May 2017. When I asked James comey after the Pulse mass shooting if in retrospect the FBI concluded too soon that Mateen was not a threat. The arrogant Comey refused to admit any mistake & maintained the opinion that Mateen was not a threat. Comey: tell that to the 49 people who died. pic.twitter.com/JSyduiUTjm — Senator Rand Paul (@RandPaul) March 6, 2020  Philip Haney, an Obama-era U.S. Department of Homeland Security (DHS) whistleblower who was recently found dead with a wound to his chest, warned that the previous administration could have prevented some radical Islamic terrorist attacks, including the Pulse nightclub incident.",DOJ IG: FBI Missed Opportunities to Avert Terror Attacks Under Obama-Comey,2020-03-06,https://www.breitbart.com/politics/2020/03/06/doj-ig-fbi-missed-opportunities-to-avert-terror-attacks-under-obama-comey/,Breitbart
"The Democratic National Committee (DNC) on Friday announced its updated debate guidelines, which essentially eliminate the chance of Rep. Tulsi Gabbard (D-HI) participating in the upcoming CNN/Univision debate. In order to participate in the March 15 debate, a candidate must have earned at least 20 percent of the pledged delegates allotted up to that point. That effectively eliminates the chance of Gabbard, who remains in the race, participating, as she currently stands with two delegates. The previous debate requirement allowed a candidate to participate if he or she had a single pledged delegate. If the DNC stuck to the previous rules, Gabbard, who did not qualify for any of the debates ahead of the caucuses in Iowa and Nevada or the primaries in New Hampshire and South Carolina, would have been able to participate. Joe Biden (D), as of Friday, held the lion’s share of delegates — 664. Sen. Bernie Sanders (I-VT) easily surpasses the 20 percent threshold as well, with 573 delegates. According to Politico, “Biden had earned 48 percent of delegates awarded thus far, while Sanders had 41 percent. (Some delegates have not yet been awarded from states that held primaries this week on Super Tuesday.) DNC Communications Director Xochitl Hinojosa signaled this week that a change in requirements was imminent. “We have two more debates– of course the threshold will go up,” Hinojosa said on Tuesday. “By the time we have the March debate, almost 2,000 delegates will be allocated. The threshold will reflect where we are in the race, as it always has,” she added: We have two more debates– of course the threshold will go up. By the time we have the March debate, almost 2,000 delegates will be allocated. The threshold will reflect where we are in the race, as it always has. — Xochitl Hinojosa (@XochitlHinojosa) March 4, 2020  Gabbard has repeatedly reminded members of the media that, despite a lack of coverage of her campaign, she remains in the race. On Tuesday, she highlighted a Fox News segement featuring Karl Rove, who suggested that Sen. Elizabeth Warren (D-MA), who has since dropped out of the race, was the only woman left in the Democrat primary. “.@DanaPerino I’m not quite sure why you’re telling FOX viewers that Elizabeth Warren is the last female candidate in the Dem primary,” Gabbard said. “Is it because you believe a fake indigenous woman of color is ‘real’ and the real indigenous woman of color in this race is fake?”: .@DanaPerino I'm not quite sure why you're telling FOX viewers that Elizabeth Warren is the last female candidate in the Dem primary. Is it because you believe a fake indigenous woman of color is ""real"" and the real indigenous woman of color in this race is fake? pic.twitter.com/VKCxy2JzFe — Tulsi Gabbard 🌺 (@TulsiGabbard) March 3, 2020  Despite a different flavor in terms of their left-wing views, Gabbard has common ground with Sanders, whose supporters have also cried foul over what they say is a primary rigged against their candidate at the hands of both establishment Democrats and media.",DNC Changes Debate Rules After Tulsi Gabbard Reaches Previous Requirement,2020-03-06,https://www.breitbart.com/politics/2020/03/06/dnc-changes-debate-rules-after-tulsi-gabbard-reaches-previous-requirement/,Breitbart
"Landmark Legal Foundation, the conservative public interest law firm chaired by radio host and author Mark Levin, filed an ethics complaint Friday against Senate Minority Leader Chuck Schumer (D-NY) for his recent threatening statement against Supreme Court Justices Neil Gorsuch and Brett Kavanaugh. At a demonstration Wednesday with pro-choice advocates outside the Supreme Court, as it heard a challenge to a Louisiana law requiring doctors performing abortions to have hospital admitting privileges, Schumer had singled out Gorsuch and Kavanaugh specifically, saying: “[Y]ou have released the whirlwind and you will pay the price. You won’t know what hit you, if you go forward with these awful decisions.” Schumer’s statement earned a rare rebuke from Chief Justice John Roberts, but he refused to apologize. The Landmark Legal Foundation complaint, filed with the Senate Ethics Committee, states, in part, that Schumer’s statement may “inflame the unhinged and incite violence”; that they “may violate criminal provisions of federal law”; and that the Senate should consider censure as a remedy. It notes that the Senate could also choose to reprimand or even expel Schumer for his comments. Currently, Sen. Josh Hawley (R-MO) has introduced a resolution to censure Schumer, though it may not have enough support to pass a filibuster threshold of 60 votes. Joel B. Pollak is Senior Editor-at-Large at Breitbart News and the host of Breitbart News Sunday on Sirius XM Patriot on Sunday evenings from 7 p.m. to 10 p.m. ET (4 p.m. to 7 p.m. PT). He earned an A.B. in Social Studies and Environmental Science and Public Policy from Harvard College, and a J.D. from Harvard Law School. He is a winner of the 2018 Robert Novak Journalism Alumni Fellowship. He is also the co-author of How Trump Won: The Inside Story of a Revolution, which is available from Regnery. Follow him on Twitter at @joelpollak.",Mark Levin’s Landmark Legal Foundation Files Ethics Complaint Against Chuck Schumer,2020-03-06,https://www.breitbart.com/politics/2020/03/06/mark-levins-landmark-legal-foundation-files-ethics-complaint-against-chuck-schumer/,Breitbart
"Four GOP-held Senate seats are currently being led by Democrats, with at least a four-point margin, according to new polls from Public Policy Polling (PPP). The polling found Sara Gideon with a four-point lead over incumbent Sen. Susan Collins (R-ME) at 47-43 in the Maine Senate race and Mark Kelly leading Sen. Martha McSally (R-AR) 47-42 in the Arizona Senate race. In the poll conducted in Maine, Collins’ approval rating sits at 33 percent, with 57 percent of voters expressing disapproval of her job performance. In the Arizona poll, PPP found McSally to have a 37 percent job approval rating while 46 percent stated they disapprove of her performance in office. Kelly, who is running to unseat McSally, received a greater favorability rating of 41 percent, while 29 percent have an unfavorable opinion of him. The poll also found a correlation between President Donald Trump’s approval rating in Arizona and Maine with that of McSally and Collins. The poll noted, “In Maine only 42 percent of voters approve of the job he’s doing to 56 percent who disapprove, and in Arizona only 45 percent of voters approve of the job he’s doing to 51 percent who disapprove.” In addition to the results found in Maine and Arizona, Public Policy Polling also found Cal Cunningham with a lead over incumbent Sen. Thom Tillis (R-NC) at 46-41 in the North Carolina Senate race and John Hickenlooper with a lead over Cory Gardner (R-CO) at 51-38 in the Colorado Senate race. Should the Democrats successfully take these four GOP seats currently held by Collins, McSally, Tillis, and Gardner, and lose in Alabama where Sen. Doug Jones’ (D-AL) seat is at stake—assuming nothing else changes – the Vice President next year would cast the tie-breaking vote to decide the majority. The PPP poll out of Maine was conducted using 872 registered Maine voters and has a margin of error of +/- 3.3 percent. The Arizona poll was conducted using 666 registered Maine voters and has a margin of error of +/-3.8 percent. Follow Kyle on Twitter @RealKyleMorris and Facebook.",Democrats Attempt to Create Path to Senate Majority,2020-03-06,https://www.breitbart.com/politics/2020/03/06/democrats-attempt-to-create-path-to-senate-majority/,Breitbart
"Hilary Rosen, the Democrat strategist who once attacked Ann Romney for being a stay-at-home mom, apologized Friday to Nina Turner, spokesperson for Sen. Bernie Sanders (I-VT), for a racially-charged shouting match on CNN. But for the Sanders campaign, it was not enough. The two had argued Thursday evening on Chris Cuomo’s Prime Time over the legacy of Dr. Martin Luther King, Jr., after Turner suggested that former Vice President Joe Biden was the “white moderate” that King had warned about in his famous “Letter from a Birmingham Jail.” Rosen countered that Turner was not qualified to invoke the civil rights leader against Biden. “You don’t have that standing. I’m sorry, you don’t.” Turner resounded angrily: “Don’t tell me what kind of standing I have as a black woman in America. … How dare you, as a white woman.” As the Daily Caller noted, Rosen apologized — but deleted the tweet because it referred to “angry black women,” which some readers found offensive. Sanders demanded an apology directly from Biden on Friday afternoon: .@JoeBiden must accept responsibility for his surrogate telling our campaign co-chair Senator @NinaTurner that she doesn't have standing to invoke the words of Dr. King. That is unacceptable and Joe must apologize to Nina and all the people of color supporting our campaign. — Bernie Sanders (@BernieSanders) March 6, 2020  In 2012, Rosen apologized to Ann Romney, wife of then-Republican presidential nominee Mitt Romney, for mocking her by saying she had “never worked a day in her life.” Joel B. Pollak is Senior Editor-at-Large at Breitbart News and the host of Breitbart News Sunday on Sirius XM Patriot on Sunday evenings from 7 p.m. to 10 p.m. ET (4 p.m. to 7 p.m. PT). He earned an A.B. in Social Studies and Environmental Science and Public Policy from Harvard College, and a J.D. from Harvard Law School. He is a winner of the 2018 Robert Novak Journalism Alumni Fellowship. He is also the co-author of How Trump Won: The Inside Story of a Revolution, which is available from Regnery. Follow him on Twitter at @joelpollak.",Bernie Sanders Demands Apology from Biden Surrogate Who Once Attacked Ann Romney,2020-03-06,https://www.breitbart.com/2020-election/2020/03/06/hilary-rosen-who-insulted-ann-romney-goes-after-bernie-sanders-spox-nina-turner/,Breitbart
"Police are searching for a group of suspects who allegedly stomped on a teenage girl lying on a sidewalk in Brooklyn, New York, Thursday. Surveillance footage showed the group of suspects surround a 15-year-old girl on Utica Avenue in Crown Heights and repeatedly attack her as she lay on the pavement, according to CBS New York. At the beginning of the video, one suspect ran toward the girl and stomped on her as she curled up in the fetal position and tried to protect herself. Seconds later, several other suspects approached and kicked her repeatedly. As the crowd began to disperse, a man wearing jeans and a green shirt bent down and pulled off her shoes, then walked away from the scene. The suspects also reportedly stole the young woman’s cell phone and debit card. “The victim was taken to the hospital with bruising and swelling to her face,” the report said. Friday morning, the New York Police Department (NYPD) tweeted the video and asked residents for help in identifying the suspects: 🚨WANTED for ROBBERY/GANG ASSAULT: On 3/5, at approx 4:10 PM, in front of 216 Utica Ave in Brooklyn, a 15-year-old female was approached by a group of individuals & was punched & kicked to the ground & had her property removed. Any info call or DM @NYPDTips at 800-577-TIPS. pic.twitter.com/JjCCFbnhSJ — NYPD NEWS (@NYPDnews) March 6, 2020  The incident happened just outside an electronics store owned by Anita Peavy, who said she brought down the gate to go out and help the victim. “She was bleeding like crazy,” Peavy recalled, adding, “We just tried to keep her calm and sitting there ’til the ambulance come.” “I have never witnessed something like that yet in my life … such a small kid dropped by another kid, was crazy,” she commented. In February, New York City residents told Mayor Bill de Blasio during a town hall event that they are fed up with the growing crime rate and asked him to work with state lawmakers to abolish the new bail reform law, Breitbart News reported. “Many people are being beaten, slashed, and hurt by criminals being released. They said they would only release people that are non-violent but they’re releasing people who are very, very violent,” one resident said. “New York City is becoming a crime city. Could you please get rid of bail reform to make our city safer?” she asked him. Despite their concerns, de Blasio claimed people who believe the crime rate is increasing were “not interested in the facts” and accused them of “whipping up fear.” However, the NYPD said Thursday that the state’s bail reform law was mostly to blame for the recent spike in crime, according to the New York Post.  “Criminal justice reforms serve as a significant reason New York City has seen this uptick in crime,” the department stated.","VIDEO: Suspects Stomp, Kick Teenage Girl on Brooklyn Sidewalk",2020-03-06,https://www.breitbart.com/crime/2020/03/06/video-suspects-stomp-kick-teenage-girl-on-brooklyn-sidewalk/,Breitbart
